id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
46,nathaniel adam, (new earth),secret identity,good characters,blue eyes,white hair,male characters,living characters,386,"1987, march",1987.0
49,john constantine, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,371,"1984, june",1984.0
50,albert pratt, (new earth),secret identity,good characters,blue eyes,red hair,male characters,deceased characters,370,"1940, october",1940.0
52,theodore knight, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,356,"1941, april",1941.0
53,lobo, (new earth),public identity,neutral characters,red eyes,black hair,male characters,living characters,353,"1983, june",1983.0
57,slade wilson, (new earth),secret identity,neutral characters,blue eyes,white hair,male characters,living characters,336,"1980, december",1980.0
59,beatriz da costa, (new earth),secret identity,good characters,green eyes,green hair,female characters,living characters,325,"1982, june",1982.0
60,william batson, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,321,"1940, february",1940.0
61,carol ferris, (new earth),public identity,neutral characters,blue eyes,black hair,female characters,living characters,319,"1959, october",1959.0
64,jennifer-lynn hayden, (new earth),secret identity,good characters,green eyes,green hair,female characters,living characters,309,"1983, september",1983.0
66,renee montoya, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,308,"1992, march",1992.0
67,harvey dent, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,living characters,306,"1942, august",1942.0
68,courtney whitmore, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,305,"1999, july",1999.0
69,kendra saunders, (new earth),secret identity,good characters,hazel eyes,brown hair,female characters,deceased characters,301,"1999, august",1999.0
72,kara zor-el, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,297,"2004, may",2004.0
73,jonah hex, (new earth),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,291,"1972, march",1972.0
74,rex tyler, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,288,"1940, march",1940.0
75,pamela isley, (new earth),secret identity,neutral characters,green eyes,red hair,female characters,living characters,286,"1966, june",1966.0
76,pieter cross, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,284,"1999, february",1999.0
77,jonathan l. thunder, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,282,"1940, january",1940.0
78,mari mccabe, (new earth),secret identity,good characters,amber eyes,brown hair,female characters,living characters,268,"1981, july",1981.0
79,scott free, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,268,"1971, april",1971.0
80,martha clark, (new earth),public identity,good characters,blue eyes,white hair,female characters,living characters,266,"1986, october",1986.0
83,john zatara, (new earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,256,"1938, june",1938.0
84,jonathan kent, (new earth),public identity,good characters,blue eyes,white hair,male characters,deceased characters,254,"1986, october",1986.0
86,tatsu yamashiro, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,252,"1983, july",1983.0
87,lawrence trainor, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,250,"1963, june",1963.0
89,brion markov, (new earth),secret identity,good characters,green eyes,strawberry blond hair,male characters,living characters,245,"1983, july",1983.0
90,sanderson hawkins, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,241,"1941, december",1941.0
91,jonathan chambers, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,239,"1941, september",1941.0
92,orion, (new earth),public identity,good characters,blue eyes,strawberry blond hair,male characters,deceased characters,237,"1971, march",1971.0
93,thaal sinestro, (new earth),public identity,neutral characters,yellow eyes,black hair,male characters,living characters,237,"1961, august",1961.0
94,cassandra cain, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,235,"1999, july",1999.0
95,jason todd, (new earth),secret identity,neutral characters,blue eyes,black hair,male characters,living characters,235,"1987, june",1987.0
97,jean-paul valley, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,234,"1992, october",1992.0
98,hippolyta, (new earth),public identity,good characters,blue eyes,black hair,female characters,living characters,231,"1987, february",1987.0
99,joseph wilson, (new earth),secret identity,neutral characters,green eyes,blond hair,male characters,living characters,229,"1984, may",1984.0
100,bernhard baker, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,229,"1965, september",1965.0
101,sylvester pemberton, (new earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,229,"1941, october",1941.0
102,jesse chambers, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,228,"1992, august",1992.0
103,floyd lawton, (new earth),secret identity,neutral characters,blue eyes,brown hair,male characters,living characters,227,"1950, june",1950.0
105,tora olafsdotter, (new earth),public identity,good characters,blue eyes,white hair,female characters,living characters,225,"1988, april",1988.0
107,amanda waller, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,222,"1986, november",1986.0
108,jonathan crane, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,living characters,222,"1941, september",1941.0
110,shiera sanders, (new earth),secret identity,good characters,brown eyes,red hair,female characters,living characters,219,"1940, january",1940.0
111,maxwell lord iv, (new earth),public identity,neutral characters,black eyes,brown hair,male characters,living characters,218,"1987, may",1987.0
112,jeb stuart, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,218,"1961, may",1961.0
113,damian wayne, (prime earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,216,"1987, september",1987.0
114,big barda, (new earth),secret identity,good characters,blue eyes,black hair,female characters,deceased characters,216,"1971, october",1971.0
115,niles caulder, (new earth),public identity,good characters,blue eyes,grey hair,male characters,living characters,214,"1963, june",1963.0
116,james corrigan, (new earth),secret identity,good characters,blue eyes,red hair,male characters,deceased characters,214,"1940, february",1940.0
117,samuel bradley, (new earth),public identity,good characters,grey eyes,grey hair,male characters,living characters,213,"1937, march",1937.0
118,richard tyler, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,212,"1985, november",1985.0
120,todd rice, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,208,"1983, september",1983.0
122,matrix, (pocket universe),public identity,good characters,blue eyes,blond hair,female characters,living characters,206,"1988, april",1988.0
124,william glenmorgan, (new earth),public identity,good characters,blue eyes,black hair,male characters,deceased characters,199,"1940, june",1940.0
125,stephanie brown, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,198,"1992, august",1992.0
126,raymond terrill, (new earth),secret identity,good characters,green eyes,red hair,male characters,living characters,192,"1992, february",1992.0
127,adam blake, (new earth),public identity,good characters,hazel eyes,brown hair,male characters,living characters,191,"1951, june",1951.0
129,jack ryder, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,188,"1968, april",1968.0
131,justin arthur, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,184,"1941, september",1941.0
132,max mercury, (new earth),secret identity,good characters,blue eyes,grey hair,male characters,living characters,183,"1940, november",1940.0
133,abigail arcane, (new earth),public identity,good characters,blue eyes,white hair,female characters,living characters,182,"1973, january",1973.0
134,thomas haukins, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,181,"1947, june",1947.0
137,travis morgan, (new earth),public identity,good characters,blue eyes,white hair,male characters,deceased characters,180,"1975, november",1975.0
138,gorilla grodd, (new earth),public identity,bad characters,grey eyes,black hair,male characters,living characters,179,"1959, may",1959.0
139,talia al ghul, (new earth),secret identity,bad characters,brown eyes,brown hair,female characters,deceased characters,177,"1971, may",1971.0
141,patrick dugan, (new earth),secret identity,good characters,blue eyes,red hair,male characters,living characters,177,"1941, october",1941.0
143,james harper clone, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,176,"1971, january",1971.0
144,thomas kalmaku, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,176,"1960, october",1960.0
145,gabrielle doe, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,175,"1983, july",1983.0
146,henry hall, (new earth),secret identity,good characters,red eyes,brown hair,male characters,living characters,175,"1968, june",1968.0
147,connor hawke, (new earth),secret identity,good characters,green eyes,blond hair,male characters,living characters,174,"1994, october",1994.0
149,cyrus gold, (new earth),secret identity,bad characters,black eyes,white hair,male characters,deceased characters,174,"1944, october",1944.0
150,edward nashton, (new earth),public identity,neutral characters,blue eyes,black hair,male characters,living characters,173,"1988, january",1988.0
151,arisia rrab, (new earth),public identity,good characters,yellow eyes,blond hair,female characters,living characters,173,"1981, may",1981.0
154,william magnus, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,170,"1962, april",1962.0
155,mary batson, (new earth),secret identity,good characters,blue eyes,brown hair,female characters,living characters,168,"1995, april",1995.0
156,jean loring, (new earth),public identity,bad characters,green eyes,black hair,female characters,deceased characters,168,"1961, october",1961.0
158,grant emerson, (new earth),public identity,good characters,blue eyes,black hair,male characters,deceased characters,166,"1994, april",1994.0
159,rita farr, (new earth),secret identity,good characters,brown eyes,brown hair,female characters,living characters,166,"1963, june",1963.0
160,jason rusch, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,165,"2004, july",2004.0
161,hector hall, (new earth),secret identity,good characters,blue eyes,white hair,male characters,deceased characters,165,"1983, september",1983.0
163,jaime reyes, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,164,"2006, february",2006.0
166,daniel leong, (new earth),secret identity,good characters,black eyes,black hair,male characters,deceased characters,164,"1942, february",1942.0
167,vril dox ii, (new earth),public identity,good characters,green eyes,blond hair,male characters,living characters,163,"1964, february",1964.0
168,"roy raymond, sr.", (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,163,"1949, november",1949.0
170,metron, (new earth),secret identity,neutral characters,blue eyes,black hair,male characters,deceased characters,161,"1971, march",1971.0
174,hartley rathaway, (new earth),secret identity,good characters,blue eyes,red hair,male characters,living characters,160,"1959, may",1959.0
175,lana lang, (new earth),public identity,good characters,green eyes,red hair,female characters,living characters,159,"1986, october",1986.0
176,rose wilson, (new earth),secret identity,good characters,blue eyes,white hair,female characters,living characters,158,"1992, october",1992.0
177,desaad, (new earth),public identity,bad characters,black eyes,black hair,male characters,living characters,158,"1971, may",1971.0
178,charles taine, (pre-zero hour),secret identity,good characters,black eyes,black hair,male characters,living characters,158,"1961, may",1961.0
179,bane, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,157,"1993, january",1993.0
183,eve eden, (new earth),secret identity,neutral characters,blue eyes,blond hair,female characters,living characters,154,"1966, september",1966.0
184,harleen quinzel, (new earth),public identity,bad characters,blue eyes,blond hair,female characters,living characters,153,"1999, october",1999.0
185,benjamin turner, (new earth),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,153,"1975, may",1975.0
186,mark mardon, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,152,"1960, january",1960.0
187,teth-adam, (new earth),secret identity,neutral characters,brown eyes,black hair,male characters,living characters,152,"1945, december",1945.0
188,catherine grant, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,151,"1987, january",1987.0
189,terrence sloane, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,151,"1942, january",1942.0
190,jason blood, (new earth),public identity,good characters,blue eyes,red hair,male characters,living characters,148,"1972, september",1972.0
193,thomas wayne, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,142,"1987, february",1987.0
194,arthur light, (new earth),public identity,bad characters,black eyes,black hair,male characters,deceased characters,142,"1962, june",1962.0
196,artemis of bana-mighdall, (new earth),public identity,good characters,green eyes,red hair,female characters,living characters,141,"1994, september",1994.0
197,alanna strange, (new earth),public identity,good characters,blue eyes,black hair,female characters,living characters,141,"1958, december",1958.0
198,nuidis vulko, (new earth),public identity,good characters,blue eyes,white hair,male characters,living characters,140,"1967, september",1967.0
199,steven dayton, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,140,"1964, november",1964.0
200,lee travis, (new earth),secret identity,good characters,black eyes,black hair,male characters,deceased characters,139,"1938, october",1938.0
201,martin stein, (new earth),secret identity,good characters,brown eyes,grey hair,male characters,deceased characters,138,"1978, march",1978.0
205,unknown soldier i, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,136,"1970, july",1970.0
206,giovanni giuseppe, (new earth),secret identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,136,"1960, july",1960.0
207,cynthia reynolds, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,134,"1984, october",1984.0
208,victoria vale, (new earth),public identity,good characters,blue eyes,red hair,female characters,living characters,134,"1948, october",1948.0
209,lucius fox, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,133,"1979, january",1979.0
210,ganthet, (new earth),public identity,good characters,green eyes,white hair,male characters,living characters,132,1992,1992.0
211,izaya, (new earth),public identity,good characters,grey eyes,white hair,male characters,deceased characters,132,"1971, march",1971.0
213,rory regan, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,131,"1976, september",1976.0
214,eclipso, (new earth),secret identity,bad characters,red eyes,black hair,male characters,living characters,131,"1963, july",1963.0
216,kyle morgan, (new earth),public identity,good characters,brown eyes,blond hair,male characters,living characters,131,"1957, february",1957.0
217,matthew ryan, (new earth),public identity,good characters,blue eyes,red hair,male characters,living characters,131,"1957, february",1957.0
218,dinah drake, (new earth),secret identity,good characters,blue eyes,black hair,female characters,deceased characters,131,"1947, august",1947.0
219,robert langstrom, (new earth),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,130,"1970, june",1970.0
220,sargent steel, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,130,"1964, december",1964.0
223,walter haley, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,129,"1957, february",1957.0
224,charles victor szasz, (new earth),secret identity,good characters,blue eyes,strawberry blond hair,male characters,deceased characters,128,"1967, june",1967.0
225,ares, (new earth),public identity,bad characters,red eyes,blond hair,male characters,living characters,127,"1987, february",1987.0
227,eradicator, (new earth),public identity,good characters,photocellular eyes,black hair,male characters,deceased characters,126,"1989, may",1989.0
228,emil hamilton, (new earth),public identity,bad characters,hazel eyes,grey hair,male characters,living characters,126,"1987, january",1987.0
229,richard swift, (new earth),secret identity,neutral characters,grey eyes,black hair,male characters,living characters,126,"1942, september",1942.0
230,frederick freeman, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,125,"1995, may",1995.0
231,katar hol, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,125,"1989, august",1989.0
233,maxima, (new earth),public identity,good characters,brown eyes,red hair,female characters,deceased characters,124,"1989, september",1989.0
234,dawn granger, (new earth),secret identity,good characters,blue eyes,white hair,female characters,living characters,124,"1988, october",1988.0
235,inza cramer, (new earth),secret identity,good characters,green eyes,strawberry blond hair,female characters,deceased characters,124,"1940, may",1940.0
236,linda danvers, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,123,"1996, september",1996.0
238,gunner mackay, (new earth),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,123,"1959, may",1959.0
239,antonia monetti, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,122,"1996, october",1996.0
240,jack knight, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,122,"1994, september",1994.0
242,nimue inwudu, (new earth),public identity,good characters,green eyes,black hair,female characters,living characters,121,"1978, february",1978.0
244,sarge clay, (new earth),public identity,good characters,blue eyes,strawberry blond hair,male characters,deceased characters,121,"1959, may",1959.0
246,pallas athena, (new earth),public identity,neutral characters,grey eyes,brown hair,female characters,living characters,118,"1958, may",1958.0
248,evan mcculloch, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,116,"1989, february",1989.0
249,terrence long, (new earth),public identity,good characters,blue eyes,red hair,male characters,deceased characters,116,"1981, june",1981.0
251,granny goodness, (new earth),public identity,bad characters,blue eyes,white hair,female characters,deceased characters,115,"1971, june",1971.0
253,zeus, (new earth),public identity,neutral characters,blue eyes,white hair,male characters,living characters,115,"1941, december",1941.0
254,holly robinson, (new earth),secret identity,good characters,blue eyes,red hair,female characters,living characters,114,"1987, february",1987.0
255,martha kane, (new earth),public identity,good characters,blue eyes,black hair,female characters,deceased characters,113,"1987, february",1987.0
256,jason woodrue, (new earth),public identity,bad characters,red eyes,green hair,male characters,living characters,113,"1962, july",1962.0
257,john sargent, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,113,"1941, may",1941.0
258,dian belmont, (new earth),public identity,good characters,hazel eyes,brown hair,female characters,deceased characters,113,"1940, february",1940.0
259,edward bloomberg, (new earth),secret identity,good characters,yellow eyes,grey hair,male characters,deceased characters,111,"1984, june",1984.0
260,leslie thompkins, (new earth),public identity,good characters,blue eyes,white hair,female characters,living characters,111,"1976, march",1976.0
261,tara markov, (team titans),secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,110,1991,1991.0
262,dmitri pushkin, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,110,"1987, february",1987.0
263,june moone, (new earth),secret identity,good characters,green eyes,black hair,female characters,living characters,110,"1966, april",1966.0
264,mia dearden, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,109,"2001, may",2001.0
265,krypto, (new earth),secret identity,good characters,blue eyes,white hair,male characters,living characters,109,"1955, march",1955.0
266,ohiyesa i, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,109,"1949, september",1949.0
267,donald richards, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,109,"1942, march",1942.0
268,zauriel, (new earth),public identity,good characters,red eyes,white hair,male characters,living characters,108,"1997, june",1997.0
269,leonid kovar, (new earth),secret identity,good characters,green eyes,blond hair,male characters,living characters,108,"1968, december",1968.0
270,thomas blake, (new earth),secret identity,neutral characters,blue eyes,blond hair,male characters,living characters,108,"1963, january",1963.0
271,emily briggs, (new earth),public identity,good characters,blue eyes,red hair,female characters,living characters,107,"1985, september",1985.0
272,lilith clay, (new earth),secret identity,good characters,green eyes,strawberry blond hair,female characters,deceased characters,107,"1970, february",1970.0
273,thomas tresser, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,106,"1980, september",1980.0
274,hans von hammer, (new earth),public identity,good characters,blue eyes,red hair,male characters,living characters,106,"1965, february",1965.0
275,william polk, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,106,"1948, february",1948.0
276,lyla michaels, (new earth),public identity,good characters,green eyes,blond hair,female characters,deceased characters,105,"1982, july",1982.0
279,jervis tetch, (new earth),secret identity,bad characters,blue eyes,red hair,male characters,living characters,105,"1948, october",1948.0
280,enya wazzo, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,104,"1989, november",1989.0
281,werner vertigo, (new earth),secret identity,neutral characters,blue eyes,blond hair,male characters,living characters,104,"1978, july",1978.0
283,zinda blake, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,104,"1959, february",1959.0
285,aphrodite, (new earth),public identity,neutral characters,blue eyes,blond hair,female characters,living characters,104,"1941, december",1941.0
286,sarah essen, (new earth),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,103,"1987, march",1987.0
287,jade nguyen, (new earth),secret identity,bad characters,green eyes,black hair,female characters,living characters,103,"1983, august",1983.0
289,wing how, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,103,"1938, october",1938.0
292,adolf hitler, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,101,"1942, march",1942.0
293,grace choi, (new earth),secret identity,good characters,brown eyes,red hair,female characters,living characters,100,"2003, august",2003.0
295,natasha irons, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,99,"1994, february",1994.0
296,katherine spencer, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,98,"2004, october",2004.0
297,stealth, (new earth),secret identity,good characters,pink eyes,white hair,female characters,deceased characters,98,"1989, february",1989.0
298,lorraine reilly, (new earth),secret identity,good characters,blue eyes,red hair,female characters,living characters,98,"1982, june",1982.0
299,noah kuttler, (new earth),public identity,bad characters,green eyes,brown hair,male characters,living characters,98,"1976, september",1976.0
303,hippolyta trevor, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,97,"1983, february",1983.0
305,bizarro, (new earth),public identity,neutral characters,black eyes,black hair,male characters,living characters,96,"2000, september",2000.0
306,henry henshaw, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,96,"1990, may",1990.0
308,maxine hunkel, (new earth),secret identity,good characters,green eyes,red hair,female characters,living characters,95,"2007, february",2007.0
309,dream, (new earth),secret identity,neutral characters,black eyes,black hair,male characters,deceased characters,95,"1989, january",1989.0
310,wade eiling, (new earth),public identity,bad characters,red eyes,brown hair,male characters,living characters,95,"1987, march",1987.0
311,black manta, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,95,"1967, october",1967.0
312,felix faust, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,95,"1962, march",1962.0
313,virgil hawkins, (dakotaverse),secret identity,good characters,brown eyes,black hair,male characters,living characters,94,"1993, june",1993.0
314,james harper, (new earth),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,94,"1942, april",1942.0
315,soranik natu, (new earth),public identity,good characters,purple eyes,black hair,female characters,living characters,93,"2005, november",2005.0
316,anissa pierce, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,92,"2003, august",2003.0
318,"henry king, jr.", (new earth),public identity,good characters,blue eyes,strawberry blond hair,male characters,living characters,92,"1983, august",1983.0
319,orm marius, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,92,"1966, october",1966.0
320,citizen abra, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,92,"1962, may",1962.0
322,merlin, (new earth),secret identity,neutral characters,black eyes,white hair,male characters,living characters,92,"1936, february",1936.0
323,william payton, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,91,"1988, october",1988.0
324,danette reilly, (new earth),secret identity,good characters,blue eyes,red hair,female characters,living characters,91,"1981, august",1981.0
325,jonathan tane, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,91,"1948, august",1948.0
326,ronald troupe, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,90,"1991, july",1991.0
327,william storm, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,90,"1964, june",1964.0
328,hermes, (new earth),public identity,neutral characters,blue eyes,blond hair,male characters,living characters,90,"1959, april",1959.0
329,timothy hunter, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,89,"1990, december",1990.0
330,taghurrhu, (new earth),public identity,good characters,green eyes,orange hair,male characters,living characters,89,"1981, june",1981.0
331,sandra wu-san, (new earth),secret identity,neutral characters,brown eyes,black hair,female characters,living characters,89,"1976, january",1976.0
332,eobard thawne, (new earth),secret identity,bad characters,blue eyes,strawberry blond hair,male characters,deceased characters,89,"1963, september",1963.0
333,william zard, (new earth),public identity,bad characters,blue eyes,black hair,male characters,living characters,89,"1947, april",1947.0
334,arnold wesker, (new earth),public identity,bad characters,blue eyes,white hair,male characters,deceased characters,88,"1988, february",1988.0
335,philippus, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,88,"1987, february",1987.0
338,miriam delgado, (team titans),secret identity,good characters,black eyes,black hair,female characters,living characters,87,1991,1991.0
340,mikaal tomas, (new earth),secret identity,good characters,blue eyes,purple hair,male characters,living characters,87,"1976, march",1976.0
341,peter ross, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,87,"1961, january",1961.0
343,suzanne king-jones, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,86,"1997, august",1997.0
348,shayera thal, (new earth),secret identity,good characters,blue eyes,red hair,female characters,deceased characters,85,"1989, august",1989.0
349,mallah, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,85,"1964, march",1964.0
