id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
57,richard jones, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,590.0,May-62,1962.0
58,edwin jarvis, (earth-616),no dual identity,good characters,blue eyes,white hair,male characters,living characters,567.0,Nov-64,1964.0
59,alexander summers, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,558.0,Mar-69,1969.0
60,patricia walker, (earth-616),secret identity,good characters,blue eyes,red hair,female characters,living characters,550.0,Nov-44,1944.0
61,human torch, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,548.0,Oct-39,1939.0
62,loki laufeyson, (earth-616),no dual identity,neutral characters,green eyes,black hair,genderfluid characters,living characters,532.0,Aug-49,1949.0
63,franklin nelson, (earth-616),no dual identity,good characters,blue eyes,bald,male characters,living characters,528.0,Apr-64,1964.0
64,brian braddock, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,528.0,Oct-76,1976.0
65,otto octavius, (earth-616),secret identity,neutral characters,hazel eyes,brown hair,male characters,deceased characters,526.0,Jul-63,1963.0
66,james rhodes, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,525.0,Jan-79,1979.0
67,timothy dugan, (earth-616),public identity,good characters,blue eyes,red hair,male characters,deceased characters,517.0,May-63,1963.0
68,crystalia amaquelin, (earth-616),public identity,good characters,green eyes,strawberry blond hair,female characters,living characters,512.0,Dec-65,1965.0
69,samuel wilson, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,512.0,Sep-69,1969.0
70,wilson fisk, (earth-616),public identity,bad characters,blue eyes,bald,male characters,living characters,503.0,Jul-67,1967.0
71,odin borson, (earth-616),public identity,neutral characters,blue eyes,white hair,male characters,living characters,502.0,Oct-62,1962.0
72,deadpool, (wade wilson),secret identity,neutral characters,brown eyes,bald,male characters,living characters,500.0,Feb-91,1991.0
73,dane whitman, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,478.0,Dec-67,1967.0
74,harold osborn, (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,living characters,474.0,Dec-65,1965.0
75,franklin richards, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,living characters,473.0,Nov-68,1968.0
76,jessica drew, (earth-616),secret identity,good characters,green eyes,auburn hair,female characters,living characters,471.0,Feb-77,1977.0
77,roberto da costa, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,464.0,Nov-82,1982.0
78,rahne sinclair, (earth-616),secret identity,good characters,green eyes,red hair,female characters,living characters,448.0,Nov-82,1982.0
79,elizabeth ross, (earth-616),public identity,good characters,blue eyes,black hair,female characters,living characters,446.0,May-62,1962.0
80,lorna dane, (earth-616),secret identity,good characters,green eyes,green hair,female characters,living characters,433.0,Oct-68,1968.0
82,johnathon blaze, (earth-616),secret identity,good characters,blue eyes,reddish blond hair,male characters,living characters,426.0,Aug-72,1972.0
83,sif, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,living characters,422.0,Mar-64,1964.0
84,red hulk, (thaddeus ross),public identity,neutral characters,blue eyes,black hair,male characters,living characters,415.0,May-62,1962.0
85,jubilation lee, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,408.0,May-89,1989.0
86,volstagg, (earth-616),public identity,good characters,blue eyes,red hair,male characters,living characters,406.0,Aug-65,1965.0
87,balder odinson, (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,403.0,Oct-62,1962.0
88,galactus, (earth-616),secret identity,neutral characters,brown eyes,no hair,male characters,living characters,390.0,Mar-66,1966.0
89,danielle moonstar, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,388.0,Nov-82,1982.0
90,marc spector, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,387.0,Aug-75,1975.0
91,gwendolyne stacy, (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,deceased characters,384.0,Dec-65,1965.0
92,medusalith amaquelin, (earth-616),public identity,good characters,green eyes,red hair,female characters,living characters,382.0,Mar-65,1965.0
93,sabretooth, (victor creed),secret identity,bad characters,amber eyes,blond hair,male characters,living characters,382.0,Aug-77,1977.0
94,illyana rasputina, (earth-616),secret identity,neutral characters,blue eyes,blond hair,female characters,living characters,380.0,May-75,1975.0
95,johann shmidt, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,376.0,Aug-41,1941.0
96,fandral, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,375.0,Aug-65,1965.0
97,sean cassidy, (earth-616),secret identity,neutral characters,green eyes,strawberry blond hair,male characters,living characters,374.0,Jan-67,1967.0
98,thomas raymond, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,373.0,Sep-40,1940.0
99,uatu, (earth-616),public identity,good characters,blue eyes,bald,male characters,deceased characters,373.0,Apr-63,1963.0
100,richard rider, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,373.0,Sep-76,1976.0
101,hogun, (earth-616),public identity,good characters,grey eyes,black hair,male characters,living characters,371.0,Aug-65,1965.0
102,raven darkholme, (earth-616),secret identity,bad characters,yellow eyes,red hair,female characters,living characters,371.0,Apr-78,1978.0
103,barbara morse, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,368.0,Jun-71,1971.0
104,blackagar boltagon, (earth-616),no dual identity,good characters,blue eyes,black hair,male characters,living characters,366.0,Dec-65,1965.0
105,brunnhilde, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,361.0,Dec-70,1970.0
106,alison blaire, (earth-616),public identity,good characters,blue eyes,strawberry blond hair,female characters,living characters,353.0,Feb-80,1980.0
107,venom, (earth-616),known to authorities identity,neutral characters,variable eyes,no hair,agender characters,living characters,348.0,May-84,1984.0
108,john walker, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,346.0,Nov-86,1986.0
109,greer grant, (earth-616),public identity,good characters,green eyes,black hair,female characters,living characters,342.0,Nov-72,1972.0
110,karla sofen, (earth-616),public identity,neutral characters,blue eyes,blond hair,female characters,living characters,340.0,Dec-75,1975.0
111,william baker, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,338.0,Sep-63,1963.0
112,sharon carter, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,332.0,Mar-66,1966.0
114,cain marko, (earth-616),public identity,neutral characters,blue eyes,red hair,male characters,living characters,329.0,Jul-65,1965.0
116,maria hill, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,living characters,325.0,5-Apr,2005.0
117,ben urich, (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,324.0,Jul-78,1978.0
118,heather douglas, (earth-616),secret identity,good characters,blue eyes,bald,female characters,living characters,323.0,Jan-73,1973.0
120,james proudstar, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,320.0,Jun-84,1984.0
121,angelica jones, (earth-616),known to authorities identity,good characters,green eyes,red hair,female characters,living characters,319.0,May-85,1985.0
122,edward brock, (earth-616),public identity,neutral characters,black eyes,blond hair,male characters,living characters,318.0,Sep-86,1986.0
123,macdonald gargan, (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,317.0,Dec-64,1964.0
124,mephisto, (earth-616),no dual identity,bad characters,white eyes,black hair,male characters,living characters,316.0,Dec-68,1968.0
125,tabitha smith, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,316.0,Nov-85,1985.0
126,jean-paul beaubier, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,313.0,Apr-79,1979.0
127,daniel ketch, (earth-616),secret identity,neutral characters,green eyes,brown hair,male characters,living characters,311.0,May-90,1990.0
128,neena thurman, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,310.0,Mar-92,1992.0
129,wong, (earth-616),no dual identity,good characters,brown eyes,bald,male characters,living characters,306.0,Jul-63,1963.0
130,thanos, (earth-616),no dual identity,bad characters,red eyes,no hair,male characters,living characters,306.0,Feb-73,1973.0
131,shang-chi, (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,296.0,Dec-73,1973.0
132,alicia masters, (earth-616),no dual identity,good characters,brown eyes,strawberry blond hair,female characters,living characters,293.0,Nov-62,1962.0
133,robert baldwin, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,293.0,Sep-88,1988.0
134,vance astrovik, (earth-616),public identity,good characters,hazel eyes,brown hair,male characters,living characters,290.0,Jul-75,1975.0
135,wendell vaughn, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,290.0,Jan-78,1978.0
137,abner jenkins, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,284.0,Aug-64,1964.0
138,elektra natchios, (earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,280.0,Jan-81,1981.0
139,bullseye, (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,277.0,Mar-76,1976.0
140,forge, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,276.0,Aug-84,1984.0
141,virginia potts, (earth-616),no dual identity,good characters,green eyes,red hair,female characters,living characters,274.0,Sep-63,1963.0
142,walter langkowski, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,273.0,Apr-79,1979.0
143,gorgon, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,272.0,Nov-65,1965.0
144,james madrox, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,271.0,Feb-75,1975.0
145,heimdall, (earth-616),secret identity,good characters,grey eyes,brown hair,male characters,living characters,270.0,Oct-62,1962.0
146,theresa cassidy, (earth-616),secret identity,good characters,green eyes,red hair,female characters,living characters,267.0,Apr-81,1981.0
147,laura kinney, (earth-616),secret identity,good characters,green eyes,black hair,female characters,living characters,265.0,4-Feb,2004.0
148,arthur douglas, (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,264.0,Feb-73,1973.0
149,peter parker, (earth-616),secret identity,good characters,hazel eyes,blond hair,male characters,deceased characters,263.0,Oct-75,1975.0
150,warlock, (earth-616),secret identity,good characters,black eyes,no hair,male characters,living characters,261.0,Aug-84,1984.0
151,kevin plunder, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,260.0,Mar-65,1965.0
152,leonard samson, (earth-616),public identity,good characters,brown eyes,green hair,male characters,deceased characters,260.0,Jul-71,1971.0
153,melissa gold, (earth-616),secret identity,good characters,green eyes,blond hair,female characters,living characters,260.0,Aug-79,1979.0
155,mercedes knight, (earth-616),public identity,good characters,brown eyes,black hair,female characters,living characters,259.0,Mar-72,1972.0
156,moira kinross, (earth-616),no dual identity,good characters,blue eyes,brown hair,female characters,deceased characters,259.0,Dec-75,1975.0
157,karnak, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,257.0,Dec-65,1965.0
158,namorita prentiss, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,257.0,Jun-72,1972.0
159,lockjaw, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,255.0,Dec-65,1965.0
160,adam warlock, (earth-616),no dual identity,good characters,white eyes,gold hair,male characters,living characters,252.0,Sep-67,1967.0
161,heather mcneil, (earth-616),public identity,neutral characters,green eyes,red hair,female characters,living characters,252.0,Nov-80,1980.0
162,curtis connors, (earth-616),public identity,neutral characters,red eyes,no hair,male characters,living characters,250.0,Nov-63,1963.0
163,theodore sallis, (earth-616),secret identity,good characters,red eyes,no hair,male characters,living characters,249.0,May-71,1971.0
164,adrian toomes, (earth-616),public identity,bad characters,hazel eyes,bald,male characters,living characters,248.0,May-63,1963.0
165,amora, (earth-616),public identity,bad characters,green eyes,blond hair,female characters,living characters,247.0,Apr-64,1964.0
166,clea, (earth-616),no dual identity,good characters,blue eyes,white hair,female characters,living characters,247.0,Nov-64,1964.0
167,mar-vell, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,245.0,Dec-67,1967.0
168,eugene judd, (earth-616),public identity,good characters,brown eyes,bald,male characters,living characters,245.0,Aug-83,1983.0
169,daimon hellstrom, (earth-616),no dual identity,neutral characters,red eyes,red hair,male characters,living characters,242.0,Sep-73,1973.0
170,john jonah jameson iii, (earth-616),no dual identity,good characters,brown eyes,auburn hair,male characters,living characters,240.0,Mar-63,1963.0
171,triton, (earth-616),no dual identity,good characters,green eyes,no hair,male characters,living characters,240.0,Dec-65,1965.0
173,robert reynolds, (earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,living characters,240.0,Sep-00,2000.0
174,aleksei sytsevich, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,239.0,Oct-66,1966.0
175,santo vaccarro, (earth-616),secret identity,good characters,white eyes,no hair,male characters,living characters,238.0,3-Sep,2003.0
176,jonathan clay, (earth-616),secret identity,good characters,blue eyes,red hair,male characters,living characters,237.0,Aug-60,1960.0
177,ares, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,deceased characters,236.0,Apr-49,1949.0
178,sersi, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,236.0,Sep-76,1976.0
179,guido carosella, (earth-616),secret identity,neutral characters,brown eyes,bald,male characters,living characters,236.0,Jul-85,1985.0
180,zabu, (earth-616),public identity,good characters,green eyes,orange hair,male characters,living characters,234.0,Mar-65,1965.0
181,michael morbius, (earth-616),secret identity,neutral characters,red eyes,black hair,male characters,living characters,231.0,Oct-71,1971.0
182,julio richter, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,231.0,Jun-87,1987.0
184,megan gwynn, (earth-616),public identity,good characters,black eyeballs,pink hair,female characters,living characters,229.0,4-Nov,2004.0
185,kyle richmond, (earth-616),secret identity,good characters,brown eyes,auburn hair,male characters,living characters,227.0,Oct-69,1969.0
186,karen page, (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,deceased characters,226.0,Apr-64,1964.0
187,tyrone johnson, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,226.0,Mar-82,1982.0
188,maxwell dillon, (earth-616),public identity,bad characters,blue eyes,auburn hair,male characters,living characters,225.0,Feb-64,1964.0
189,valerie cooper, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,225.0,Dec-83,1983.0
190,anna may, (earth-616),no dual identity,good characters,blue eyes,white hair,female characters,living characters,224.0,Aug-64,1964.0
191,vlad dracula, (earth-616),no dual identity,bad characters,red eyes,white hair,male characters,living characters,223.0,Mar-51,1951.0
192,tandy bowen, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,222.0,Mar-82,1982.0
193,monet st. croix, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,living characters,221.0,Nov-94,1994.0
194,gamora, (earth-616),no dual identity,neutral characters,yellow eyes,black hair,female characters,living characters,218.0,Jun-75,1975.0
195,amara aquilla, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,217.0,Oct-83,1983.0
196,julia carpenter, (earth-616),secret identity,good characters,blue eyes,strawberry blond hair,female characters,living characters,212.0,Oct-84,1984.0
197,jane foster, (earth-616),no dual identity,good characters,blue eyes,brown hair,female characters,living characters,211.0,Sep-62,1962.0
198,mortimer toynbee, (earth-616),secret identity,neutral characters,black eyes,brown hair,male characters,living characters,210.0,Mar-64,1964.0
199,scott lang, (earth-616),public identity,good characters,blue eyes,strawberry blond hair,male characters,living characters,209.0,Mar-79,1979.0
200,paige guthrie, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,207.0,Nov-84,1984.0
201,benjamin parker, (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,deceased characters,205.0,Aug-62,1962.0
202,erik josten, (earth-616),secret identity,good characters,brown eyes,red hair,male characters,living characters,204.0,Oct-65,1965.0
203,jeanne-marie beaubier, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,203.0,Apr-79,1979.0
204,carl creel, (earth-616),public identity,bad characters,blue eyes,bald,male characters,living characters,202.0,Apr-64,1964.0
206,michael twoyoungmen, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,200.0,Apr-79,1979.0
207,hope summers, (earth-616),secret identity,good characters,green eyes,red hair,female characters,living characters,200.0,8-Jan,2008.0
208,eric masterson, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,198.0,May-88,1988.0
209,alexander power, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,197.0,Aug-84,1984.0
210,matthew hawk, (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,deceased characters,195.0,Nov-62,1962.0
211,jessica jones, (earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,living characters,195.0,Sep-63,1963.0
212,frederick dukes, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,living characters,194.0,Jan-64,1964.0
213,eric brooks, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,194.0,Jul-73,1973.0
214,eros, (earth-616),public identity,good characters,blue eyes,red hair,male characters,living characters,193.0,Feb-73,1973.0
215,madison jeffries, (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,193.0,Aug-83,1983.0
216,mandarin, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,190.0,Feb-64,1964.0
217,the wizard, (earth-616),public identity,bad characters,hazel eyes,brown hair,male characters,living characters,189.0,Nov-62,1962.0
218,akihiro, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,living characters,189.0,6-Oct,2006.0
219,sergei kravinoff, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,deceased characters,188.0,Aug-64,1964.0
220,jonothon starsmore, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,187.0,Nov-94,1994.0
221,helmut zemo, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,184.0,Dec-73,1973.0
222,victor borkowski, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,184.0,3-Aug,2003.0
223,edward leeds, (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,181.0,Nov-64,1964.0
224,ultron, (earth-616),no dual identity,bad characters,red eyes,no hair,male characters,deceased characters,181.0,Jul-68,1968.0
225,douglas ramsey, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,181.0,Mar-84,1984.0
226,quentin beck, (earth-616),secret identity,bad characters,blue eyes,bald,male characters,living characters,180.0,Jun-64,1964.0
227,herbert wyndham, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,179.0,Nov-66,1966.0
228,julian keller, (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,179.0,3-Aug,2003.0
229,jack russell, (earth-616),secret identity,good characters,blue eyes,red hair,male characters,living characters,178.0,Feb-72,1972.0
230,celeste cuckoo, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,177.0,1-Nov,2001.0
231,valentina allegra de fontaine, (earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,living characters,176.0,Aug-67,1967.0
232,ophelia sarkissian, (earth-616),secret identity,bad characters,green eyes,black hair,female characters,living characters,175.0,Feb-69,1969.0
233,colleen wing, (earth-616),public identity,good characters,blue eyes,auburn hair,female characters,living characters,175.0,Nov-74,1974.0
234,irma cuckoo, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,175.0,1-Nov,2001.0
235,sebastian shaw, (earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,living characters,174.0,Jan-80,1980.0
236,phoebe cuckoo, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,174.0,1-Nov,2001.0
237,sage, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,172.0,Apr-80,1980.0
238,valeria richards, (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,living characters,171.0,2-Feb,2002.0
239,donald blake, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,living characters,170.0,Aug-62,1962.0
240,hela, (earth-616),secret identity,bad characters,green eyes,black hair,female characters,deceased characters,170.0,Mar-64,1964.0
241,lilandra neramani, (earth-616),no dual identity,good characters,orange eyes,black hair,female characters,deceased characters,170.0,Feb-76,1976.0
242,henry gyrich, (earth-616),no dual identity,bad characters,green eyes,red hair,male characters,living characters,170.0,Nov-77,1977.0
243,dwayne taylor, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,169.0,Dec-89,1989.0
244,harold hogan, (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,deceased characters,166.0,Sep-63,1963.0
246,christopher powell, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,165.0,Mar-91,1991.0
247,harvey elder, (earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,living characters,164.0,Nov-61,1961.0
248,wolfgang von strucker, (earth-616),public identity,bad characters,blue eyes,bald,male characters,deceased characters,164.0,Jan-64,1964.0
249,dirk garthwaite, (earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,living characters,164.0,Jan-68,1968.0
250,pip gofern, (earth-616),secret identity,good characters,green eyes,red hair,male characters,living characters,163.0,Apr-75,1975.0
251,tony masters, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,163.0,May-80,1980.0
252,david lieberman, (earth-616),secret identity,neutral characters,green eyes,brown hair,male characters,deceased characters,163.0,Nov-87,1987.0
253,james hudson, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,161.0,Feb-78,1978.0
254,miles warren, (earth-616),secret identity,bad characters,green eyes,no hair,male characters,living characters,160.0,Dec-65,1965.0
